,A305720,A091180,A228800,A161510,A150460,A228810,A139220,A117680,A174350,A244670,A322150,A337120,A147970,A243880,A153130,A148070,A332620,A182490,A292770,A123310,A292340,A166400,A271050,A132030,A138910,A316300,A352560,A250780,A295020,A217780,A225030,A373530,A280940
2021-01-04,17015,19662,4280,9001,7507,5956,2440,6944,9845,7988,13722.0,13351.0,19921,64310,102645,121236,99000.0,12115,49665,4565,9730,14371,12970,13225,6690,11235.0,10964.0,4485,46805,7975,4550,9610.0,6830
2021-01-05,17282,19691,4329,9129,7462,6080,2532,7329,10034,8146,13952.0,13541.0,20265,66100,102635,121543,99870.0,12125,49605,4505,9770,14409,13420,13325,6675,11270.0,10613.0,4470,46680,7775,4610,9560.0,6790
2021-01-06,17472,19226,4320,9175,7448,6005,2542,7221,10012,8124,13899.0,13447.0,20089,65590,102635,121128,98780.0,12135,49640,4550,9770,14404,12770,13350,6800,11380.0,10564.0,4510,46860,7685,4605,9470.0,6775
2021-01-07,18141,19781,4359,9456,7472,6025,2585,7442,10273,8295,14235.0,13750.0,20520,69935,102650,121068,96900.0,12135,49665,4430,9855,14458,12535,13175,6835,11410.0,10608.0,4475,46865,7635,4530,9470.0,6855
2021-01-08,18885,22300,4393,9482,7492,6119,2595,7527,10366,8401,14882.0,14279.0,21152,74660,102650,120989,96630.0,12145,49665,4240,9885,14419,12510,13090,6910,11400.0,10613.0,4450,46900,7550,4465,9365.0,6880
2021-01-11,19134,22604,4354,9333,7398,6045,2604,7272,10233,8248,15003.0,14317.0,21072,73340,102655,121439,97300.0,12140,49640,4230,9765,14404,12355,12630,6720,11465.0,10708.0,4455,46710,7570,4495,9195.0,7130
2021-01-12,18851,22163,4448,9316,7521,6258,2624,7179,10197,8327,14805.0,14194.0,20742,71995,102650,121256,97460.0,12065,49660,4265,9505,14528,12200,12725,6705,11465.0,10559.0,4460,46805,7430,4480,9195.0,7075
2021-01-13,18930,22391,4488,9469,7654,6382,2609,7244,10242,8425,14949.0,14274.0,20961,73420,102650,121236,96500.0,12105,49640,4235,9725,14528,11915,12745,6745,11465.0,10559.0,4460,46740,7345,4485,9165.0,7015
2021-01-14,19169,22163,4642,9469,7815,6437,2639,7254,10362,8536,14892.0,14274.0,21160,75025,102660,121128,98220.0,12115,49620,4245,9795,14476,12050,12600,6715,11520.0,10641.0,4510,46830,7460,4465,9165.0,7085
2021-01-15,18974,21512,4757,9342,7752,6298,2585,7117,10211,8480,14629.0,14012.0,20669,72000,102665,121256,98050.0,12180,49620,4335,9720,14233,12025,12660,6760,11625.0,10732.0,4610,46815,7510,4520,9090.0,7080
2021-01-18,18548,21680,4483,9129,7507,6178,2551,6934,9981,8290,14168.0,13670.0,20093,68165,102660,121439,98110.0,12165,49630,4440,9215,14038,12235,12580,6760,11715.0,10834.0,4740,46705,7435,4535,9150.0,7095
